volunteer_id,gender,career,hability_1,hability_2,hability_3,hability_4,hability_5
138,0,1,5.991562389464301,4.827763621308762,3.392686531088434,4.48085825467788,6.310363222196555
139,0,4,5.121757480967696,5.076212741998934,4.3035936243708175,3.1956475584268462,5.734604762352461
140,0,2,6.019781525664544,5.565353272859824,5.660533789520045,5.359156874704939,4.710196866909381
141,1,1,5.559902444199186,3.544553205491912,6.150880687799423,5.3408673753241525,5.693665984067277
142,0,4,4.191821820683643,3.9888236422327097,4.6264302754283895,6.346009234870769,5.5986902444899975
143,0,1,4.8599468522524925,3.6040268558213717,4.205943570457437,4.278708641613587,4.22661156485033
144,0,2,5.556549785815199,5.365811220765276,3.595340990459574,5.301869872864649,6.425679478347769
145,0,2,6.852133214233796,6.920470393092638,4.213581540929637,4.071374006129711,6.026307996686342
146,0,3,5.253413109624034,5.330032749670081,4.001765661063303,5.520032130221161,5.228468169638864
147,0,4,5.382040404793675,4.612555777363836,6.797363728437862,4.992983244856245,4.174850707715703
148,0,2,5.172811374805853,7.180568013557493,4.430052272304855,6.625640510174902,3.56057181088115
149,1,1,5.7677262094773365,3.9351683923699063,4.702817688504447,5.3028905869611735,4.302041991038593
150,0,1,4.583144039507704,5.16387040150233,5.786121960916233,4.036788793420834,4.484934367973904
151,1,1,4.14259551027719,3.735323293774879,5.6861644751807745,4.528141296668821,3.5867299862390887
152,0,3,4.91452396534687,6.978932779195381,3.5313258502273293,6.1490504289230055,4.299156477629992
153,0,4,5.284844917335535,4.703997074085959,5.1278025422513815,4.4406446519837885,5.098692938586276
154,0,2,5.565755017890609,4.791169108524646,4.673241161438873,6.466311542864555,5.809987403085453
155,0,1,3.2539777734675375,4.258758993040782,4.120276402200391,6.245951452443338,3.2235180791999136
156,0,4,5.07981694644417,6.043696127652828,3.6315959129977493,5.190017521427148,6.587129982481487
157,1,3,3.396097507097772,5.8009447075722536,5.980652736265178,4.308176639928682,5.106250355194212
158,0,3,4.654285622608321,5.104671545376679,5.703270185642493,4.867471923705059,2.747702213147411
159,0,4,4.311816033903406,6.339916501712302,5.941247092179654,5.543627863526086,3.834062472964959
160,1,1,5.048980724597913,4.233259193911229,5.247141938211996,4.952985783609775,5.939839183261868
161,0,1,4.195809265079277,6.721333921218898,3.9248091798620184,4.586894237669617,5.730908201545123
162,1,3,5.794502862563571,6.586290219945386,4.832262233052647,4.490495788189298,4.292488177769091
163,0,1,3.887807270370909,3.5465823538934984,5.38680906600352,4.539337613649247,5.5908613153446485
164,1,2,5.72316451079892,4.261134424397176,4.774322863515441,4.616876004258756,4.491400363668696
165,0,1,5.79453898925131,5.932974905523509,4.641503377723737,5.110006868391716,4.390807478319735
166,0,1,4.725395301433265,4.550182569725774,6.192660609510952,5.227000075040577,3.374081498597593
167,1,1,4.5444447861379755,5.165390787393073,2.242056143658515,4.3184348565170705,4.589218933212627
168,1,4,4.7441988106379425,3.9510338715127737,4.9880954343205195,4.113043243061217,5.139398222890499
169,1,2,6.709739690386144,4.094708998331819,4.620788526844471,4.105646903258155,4.403511009838258
170,0,2,5.503604396034788,6.627566776763059,4.741937837802683,6.716955651327447,4.979894029329354
171,0,3,5.079805810666104,3.5621282684282187,4.234163756575157,4.387760796923523,5.194458325216118
172,0,1,5.399774229170942,5.317013073433013,5.793033952859646,6.574307977441607,5.128057120230395
173,1,2,4.932779942632746,4.9690597845304225,6.0862519474483285,7.053675292027204,4.968962675051022
174,1,2,7.177965314389697,6.267281660415185,3.9533185045390193,4.12111773161745,5.701031537698659
175,1,2,4.961378881520153,5.791082567930416,4.838698512841414,6.215445548706591,4.671050196234591
176,0,4,5.428962813390099,4.601018731098213,4.082434462444761,3.9044574820351245,6.195741944770975
177,0,2,4.843840692188654,3.409681358247279,4.960319335252602,2.6945968278666603,4.621712803632919
178,0,1,6.820234169260722,4.111167249637748,4.191330815302051,5.648052314058675,4.884868319644993
179,0,2,5.54281171555737,4.57724920434331,4.78012728148344,4.770440101474068,5.198888330669829
180,0,2,5.425361315671757,5.967232328235674,6.744658144384892,6.133777344549378,5.465213356925922
181,1,5,6.3883378327083555,4.735736053595931,5.037504872308267,5.300378634634672,4.868919156561513
182,1,3,5.487799883008873,5.190354867173897,2.790680700537241,3.9566731794636087,4.364828297419339
183,1,1,6.532519723366528,5.62746614749673,6.488884670483208,4.931518216635101,4.4606305820222385
184,1,4,4.758039458453761,4.017024342417965,4.083856363868836,4.867879620776047,5.235657669171167
185,0,4,3.4962713421519362,4.727991614589757,5.631745799197182,4.719120442897454,5.811699138130202
186,0,1,5.74760807357056,6.7900249352085025,5.119821201725702,3.9982656880650795,5.863403941513772
187,0,3,4.620655211736392,3.910137623790276,6.343756260241262,5.655989015938818,4.0697881435943035
188,0,1,4.79124761021861,3.56059257317866,3.303390504908867,7.092060618303637,3.275977707148962
189,1,3,5.107210520916517,4.268848784113617,3.5971338929680456,5.896398767314869,4.001195251902417
190,0,3,5.313348083926215,5.8928171710034745,4.356065817205557,5.067566284432473,5.153629642864848
191,0,4,3.9058163775707264,5.003828864707272,6.165528367887064,4.789544883985813,5.823617100879161
192,0,2,3.5547802270497573,5.678149018040962,3.7781469771643,5.006180064173771,4.5108332438991985
193,1,3,3.075708320276685,6.77275723735825,4.362296319923889,4.590984246956453,7.304422061235933
194,0,1,5.65930047432023,5.651594448760979,5.630528236876519,4.788327549399901,4.871167481229778
195,0,4,5.6932759070343275,7.261588847707497,6.151792268406705,5.116622011358547,5.000036916526211
196,1,1,5.050856333180285,4.23873111432473,6.220962829426755,4.204454865591499,5.881079245994589
197,0,1,4.817726392757144,3.8280675968820166,5.496706234999581,5.564741936060856,6.608799059603372
198,1,1,3.446273868503307,3.946418434493272,3.9794071089868126,6.446904414491431,6.404518251379815
199,1,4,3.752705957588428,4.761011103853173,5.340551610525506,5.236255892134076,4.792398308834836
